23.07.2018 21:17:02	Portal 2	Das einzige Spiel, bei dem mir kein Fehler im Gamedesign auffällt. Sehr nah an der Perfektion.	Tetris	Es gibt so viele Versionen, es macht einfach (fast jedem) Spaß und das Spielkonzept ist einfach erweiter- und modifizierbar.						
23.07.2018 22:01:10	GTA San Andreas	Es gehört einfach zu den Must-Haves!								
23.07.2018 22:32:08	Pokemon GenI	Starteditionen der Pokemongeschichte	Super Mario Bros.	Urgestein der JnR Spiele 	Super Mario 64	Mega Meilenstein und erfolgreichstes Spiel des N64. 	Tetris	Ist halt Tetris^^	Minecraft	Erstes großes Open World Spiel. Urgestein der Indie Entwickler Der Spieler entscheidet komplett über alles.
23.07.2018 23:06:47	The Last of us 		The Witcher 3		Pokemon GenI		Portal 		Uncharted	
23.07.2018 23:18:05	Anno 1602	Eines der besten Aufbausimulationen überhaupt und bis heute müssen sich neue Spiele des Genres damit messen.	Dune II	Hat die Echtzeittaktik groß gemacht.	Tetris Attack	Ein süchtig machender Puzzle-Clone (speziell mit 2 Spielern) und ein schönes Beispiel, ab wann der SNES leistungsmäßig in die Knie ging.	Parodius	2d sidescrolling Shooter mit viel Witz.	Mega Man	Geduld, Präzision, Ruhe - entweder hatte man diese Eigenschaften oder man brauchte öfters ein neues Controllpad.
24.07.2018 00:34:29	Stardew Valley	Ich bin versucht einfach "Enten-Mayonnaise" hinzuschreiben, aber ich versuche es Ausführlicher: Stardew Valley schafft es den Charme eines alten Harvest Moon einzufangen und es intelligent zu modernisieren und mit anderen Elementen zu verbinden.	Anstoss 3	Der wahrlich beste Fußballmanager, den es je gab. Neben "klassischen" Managertätigkeiten, wie Taktikeinstellungen, Trainingssteuerung und Aufstellung , muss man sich um sein Privatleben und das Vereinsgelände kümmern. Wer nicht auf Fair Play steht, der kann dopen, den Schiri oder auch den Gegner bestechen. Außerdem können die eigenen Spieler von Aliens entführt werden...	League of Legends	Okay, ist natürlich schwierig. Das Spiel ändert sich beständig und in 100 Jahren bräuchte man auf jeden Fall noch neun andere, die es mit einem spielen würden, ABER wer sich die letzten Jahre anguckt: League hatte einfach einen krassen impact. Weniger komplex als das Vorbild Dota und doch tief genug, um Anfänger zu überfordern. Wer Lol spielen will, der muss sich reinkämpfen. Aber es lohnt sich: Lol ist wahrscheinlich das Spiel, dass mich in meinem Leben am längsten begleitet hat und es wird in 100 Jahren noch Spaß machen - Außer du bist der letzte Überlebende der Apokalypse.	Super Mario World	Das Spiel begeistert 30 Jahre nach seinem Erscheinen immer noch zahlreiche Leute - Mir fällt nicht im Ansatz ein Grund ein, warum dies in 100 Jahren nicht mehr der Fall sein sollte. Geheimnisse, durchdachte Level und ein zeitloser Grafikstil: Alles was ein echter Klassiker haben muss.	Die Siedler II	Wer einen Kritikpunkt bei Siedler II findet, der möge ihn mir mitteilen. Mir fällt keiner ein. Siedler II ist die pure Essenz Aufbaustrategie mit keinem Gramm zu viel.
24.07.2018 00:39:03	Gothic 1	Einer der ersten Meilensteine des RPGs	Minecraft	Eins der ersten seiner Art in der man seine Kreativität freien laufen lassen kann	Risen 1	Sehr angelehnt an den Humor und dem Char von Gothic 1	World of Warcraft	Das wahrscheinlichst freundlichste MMORPG der Welt (von den Spielern her)		
24.07.2018 09:52:36	The Legend of Zelda - Ocarina of Time		Super Mario 64							
24.07.2018 09:58:13	Bastion	Soundtracks und Artstile sind einfach etwas besonderes	Inside	würde eigl. Libmo nehmen aber Inside hat einfach die besondere und eigensinnige Atmospähre	The Legend of Zelda - A Link to the Past	das erste richtg gute und schöne tLoZ welche auch viele der heutigen standard mechaniken eingeführt hatte	Teranigma	das Letzte schöne RPG von Sqare auf der SNES welcher leider zu wenig aufmerksamkeit erhalten hat - das Spiel hat ein schönes Gameplay und die Story ist auch mal was anderes als bei den meisten anderen RPGs	Portal 2	das Spiel hat einfach das Puzzle gerne mal richtig schön aufgefrischt und dank den Custom Maps kann man das spiel endlos spielen ohne das man die Selben karten zu oft wiederholen muss.
24.07.2018 11:46:50	Tetris	Das gleiche Prinzip bis heute hereits 1000 mal neu aufgelegt	Portal 2	Legende					Detroid - Become human	Leitet ein neues Genre zwischen Film und Spiel ein.
24.07.2018 11:54:19	Petz Dogz 2	Es zeigt kleinen Kindern das man die Welt erkunden soll und sich um seine Mitmenschen kümmern soll. Dies wird zusätzlich mit einer wunderschönen Umgebung und zahlreichen witzigen und süßen Tierchen ergänzt.								
24.07.2018 12:03:09	WarioWare inc.		Super Mario Land 2		Rhythm Paradise		Tearaway			
24.07.2018 14:55:05	Undertale	Durch die Zeitlose Graphik und die fesselnde Story , die Großartige Musik ein Klassiker, den man gespielt haben sollte	League of Legends	Als meiner Meinung nach das Soliedeste und Einsteigerfreundlichste MOBA ein muss. 						
24.07.2018 15:05:16	Portal	Großartige Puzzelmechanik, interessante Charaktere und einzigartiger Humor.								
24.07.2018 15:29:02	M.U.L.E.	M.W. die erste Wirtschaftssimulation, in der bis zu vier Spieler sogar gleichzeitig und interaktiv miteinander spielten. Und es macht heute noch viel Freude. 	Half Life	Atmosphärisch einzigartig. 	Civilization I	Prototyp einer bestimmten Art von Aufbau-Strategie - Spiel 				
24.07.2018 16:38:45	Warcraft 3	Super Spielmechanik, eSport, custom Maps, Lore, Detailverliebt	Monkey Island		GTA II	Spielt man auch heute noch gern im Multiplayer - das Spiel war Konkurrenzlos	Gothic 1	Detailverliebtes RPG, viel atmosphärischer und generell besser als die heutigen Elder Scrolls Spiele	Anno 1602	"Setzt die Vorsegel!"
24.07.2018 21:28:56	Super Mario Land		Pokemon GenIII		Anno 1404		The Elder Scrolls IV: Oblivion		Roller Coaster Tycoon 3	
31.07.2018 13:12:19	Stratovox	Erstes gesprochenes Wort in einem Videospiel	Doom	Revolution der Shooter	The Witcher 3	Einfach Geil				
25.01.2019 19:53:10	GTA San Andreas	Das Spiel ist gut gealtert, hat eine ziemlich okaye Optik und wird heute noch gespielt & gemoddet :D  Ausserdem hat das Spiel eine neue Mobile-Version & wurde für die PS4 "Virtual Console" veröffentlicht								
25.01.2019 19:54:44	Diablo 2		Warcraft 3		Heroes of Might and Magic 3					
25.01.2019 19:54:48	Minecraft	Über lange Zeit immer wieder neu spielbar. Kann gar nicht fertig gespielt werden.	Snake	Ist cool!😎	Super Mario Bros.	Gehört einfach dazu				
25.01.2019 20:00:56	Portal	erstaunliche mechaniken, physik basierend und doch realistisch, simples prinzip mit doch schwierigen stellen und vorallem eine wunderbare story	Minecraft	vielleicht nicht im singleplayer, aber im multiplayer mit freunden eine eigene welt erkunden, erschaffen und sich einfach mal in blöcken ausleben ist so schön. schon lange aus der minecraft phase raus, aber ein server mit freunden aufmachen is immer geil						
25.01.2019 20:05:52	Fortnite	Ist das beliebteste Spiel.	Minecraft	Hat eine coole Idee und war das beliebteste spiele.						
25.01.2019 20:14:31	Dark Souls	Weil Dark Souls								
25.01.2019 20:18:26	Halo:CE	Das erste Spiel, dass es geschafft ein Egoshooter mit Kontrolersteuerung gut umzusetzen. Es hat eine sehr gute Story und weiterhin eine gigantische Fangemeinde. 	Halo 2	Das erste Spiel, welches über das Internet auf einer Konsole spielbar war (laut einer Repotage)	Tetris	Klassiker	Destiny	Das erste Konsolen "MMORPG" mit einer faszinierenden Story	Undertale	Ein Spiel das man aufgrund über 90 verschiedenen Enden tausend mal durchspielen kann und jedes Mal wieder mit einer tiefen Geschichte fasziniert. Ich wäre traurig, wenn dieses Spiel nicht unter den Top 10 ist und schockiert, wenn nicht unter den Top 25.
25.01.2019 20:20:45	Final Fantasy VII	Musik, Grafik, Animationen, Größe des Spieles	The Legend of Zelda - Ocarina of Time	3 Dimensionale Gegend  	Super Mario 64	Das selbe wie Spiel 2				
25.01.2019 20:22:39	Half Life 2	Hat modernen Spielen den Grundstein gelegt	Tetris	Klassisches einfaches Spiel und eines der ersten richtigen	Super Mario Bros.	Hat das Platformer Genre eingeführt und wird noch immer gespielt				
25.01.2019 20:28:24	Yu-Gi-Oh! Nightmare Troubadour 	Meiner Meinung nach das beste yu gi oh  Spiel bisher und als Card Game finde ich es einfach zeitlos und hab auch selber immer Mal wieder Bock drauf 								
25.01.2019 20:35:36	Half Life	es war ein sehr gutes spiel und es hat Valve berühmt gemacht was daraufhin viele weitere neue spiele veröffentlicht hat	Payday 2	Es kam zwar nach Payday 1 aber war trotzdem eins seiner art und hat das konzept vom vorgänger noch besser durchgesetzt und es ist eines der wenigen spielen die man auch komplett offline spielen kann	Roller Coaster Tycoon 1	Eines der wenigen spiele seiner art und obwohl es alt ist macht es wegen seiner (einzigartigen) sandbox mechanik spaß	X-Com terror from the deep	Es macht einfach spaß und war für die damalige zeit recht gut. Es war eine mischung von wirtschaftssimulation und spannendem, taktischem strategiespiel		
25.01.2019 20:36:01	Age Of Empires II	Strategiespiel zum Einsteigen, aber auch zum Meistern. 	Counter Strike 1.6	Einfacher FPS, einfach zu spielen, auch ohne Internet	League of Legends	Hat sich die Jahre (mit DotA) gut durchgesetzt. Solides Konzept mit vielen Neuerungen.	FlatOut 2	Verdammt lustiges Rennspiel, auch ohne Steam o.ä.	GTA San Andreas	Mit Cheats einfach nicht an Spaß zu überbieten
25.01.2019 20:43:08			Doom	Machte damals Spaß, macht heute Spaß, wird noch Spaß machen						
25.01.2019 20:43:11	Tetris	Ich denke, dass es immer ein gutes Spiel für zwischendurch sein wird.	Minecraft	Durch die fast unendlichen Möglichkeiten die Spielwelt zu gestalten und den unzähligen Mods für das Spiel kann man es noch sehr lange Spielen.	Pac-Man	Für Pac-Man gillt das gleiche wie für Classic Tetris. Es ist einfach ein gutes Spiel für zwischendurch.	Super Mario Bros.	Es ist eines der Ersten Jump ’n’ Run Spiele aber trotzdem macht es noch unheimlich viel Spaß!	Candy Bag	Es ist Candy Bag... was gibt es mehr zu sagen?
25.01.2019 20:43:31	The Legend of Zelda - The Windwaker		Super Smash Bros. Melee		Pokemon GenIII 		Mario Kart Double Dash		Super Mario Land 2 	
25.01.2019 20:45:14	Portal	Die Portal-Mechanik ist unglaublich gut umgesetzt und die Idee allein ist einfach etwas anderes. Die Story ist gut selbst nach mehrmaligem Durchspielen und die "Easter Egg" Story über Ratman ist auch sehr gut mit eingebracht!	The Stanley Parable	Es ist unheimlich Interessant mit sehr guten Ideen. Die Erfolge sind teils schwer Freizuschalten aber keine wirkliche Herausforderung. Man kann es zwar schlecht 10 Stunden oder mehr am Stück spielen aber wenn man es 2-3 Jahre nicht mehr gespielt hat und dann es sich wieder runterläd macht es einfach wieder Spaß. Außerdem ist es sehr Interessant anderen dabei zuzuschauen und einfach mal zu fragen warum sie sich denn entschieden haben wie sie sich entschieden haben.	Minecraft	Es ist einfach Zeitlos! Minecraft ist halt ein Phänomen für sich.	Star Wars - The Force Unleashed	Es ist zwar leider nicht Canon aber meiner Meinung nach ist die Story ziemlich gut. Das Gameplay hat zwar den ein oder anderen Bug aber mit den Laserschwerten und der Macht zu Kämpfen macht einfach nur Spaß und wird wahrscheinlich immer Spaß machen.	Halo: Reach	Es ist das beste Spiel aus der Halo Reihe. Die Story ist sehr abwechslungsreich und sehr gut erzählt. Sie ist packend und auch traurig. Es hat kein gewöhnliches Happy End wie die meisten Spiele. Der Multiplayer war einfach nur fantastisch. Man konnte seine eigenen Maps und Spielmodi kreieren die ziemlich krank und lustig waren. Das Gunplay war im vergleich zu anderen Shootern aus dieser Zeit einzigartig. 
25.01.2019 20:45:52	Donkey Kong (GB)	Meilenstein für Platformer	The Legend of Zelda - Ocarina of Time	Absoluter Meilenstein	Tony Hawk’s Pro Skater 2	Gutes Gameplay, großer Spielumfang	Spiderman - Freund vs Feind	Für damals sehr hübsche Grafik und gutes Gameplay vorallem im Koop	The Legend of Zelda - A Link to the Past	Gamedesign Meilenstein
25.01.2019 20:50:01	Gothic 3	Mein erstes open world rpg das ich durchgespeilt habe								
25.01.2019 21:00:36	Gothic 1	Gothic 1 ist ein absoluter Klassiker - mit Recht. Die Spielwelt, die Geschichte, das Gameplay und die Atmosphäre ziehen mich noch heute in seinen Bann. Es ist das beste RPG, das ich je gespielt hab. Und ja, ich habe The Witcher 3 gespielt. Wie auch letztes Jahr, kehre ich immer wieder gerne in das Minental von Khorinis zurück. Und falls die Grafik einen anfangs abschreckt, sollte man etwas spielen, denn man gewöhnt sich auch jetzt noch wunderbar dran.  (Mein Lieblingsspiel - vielleicht etwas subjektive Meinung ^^)	Minecraft	Auch wenn immer wieder betont wird, dass Minecraft nicht das erste Spiel seiner Art ist, ist es dennoch das, welches das Prinzip am besten umgesetzt hat. Der Grafikstil ist gar nicht in der Lage zu veralten und das Konzept wird immer neue Spieler begeistern und falls man denkt, man hätte alles vom Spiel gesehen, belehrt einen die gigantisch risiege Modding-Community eines besseren. Kaum ein Spiel hat solche Wellen geschlagen. Darüber hinaus hat Minecraft es geschafft, bis heute erfolgreich zu bleiben.	Counter Strike 1.6	Kaum ein Spiel, haben wir auf LANs so hoch und runter gespielt, wie CS. Das Prinzip ist zeitlos und wird sicher auch noch in 100 Jahren vertreten sein. 	Super Mario Bros.	Das Spiel, das alles richtig machte, was man im Jump 'n' Run Genre richtig machen konnte. Jeder, den ich kenne hat es zumindest mal gespielt. Es gibt zwar auch andere Vertreter der Reihe, auf die das zutrifft, doch ich habe hier einfach mal meinen persönlichen Liebling gewählt.	GTA Vice City	Das beste GTA der Reihe. Ich hoffe, dass man es in 100 Jahren noch gut spielen kann. :D
25.01.2019 21:00:57	Hollow Knight	Hat seine Sache einfach am besten gemacht von allen Metroidvanias.								
25.01.2019 21:01:59	Pokemon GenI	Mein erstes Nintendo Spiel das ich je gespielt habe, vielleicht sogar mein ertses Videospiel überhaupt bin mir nicht sicher, es ist aber defintiv mein absoluter Lieblingsteil der Pokemon-Geschichte. Ich weiß nicht ob es einfach nur die Nostalgie ist die das Spiel so gut macht, ich denke aber nicht! Es ist wirklich gut ich hab mein Starter auf Level 100 trainiert, so verrückt wäre ich heute nicht mehr! Ich hab es schon so oft gespielt und immer fühlt es sich wie beim ersten Mal an, das Design, die Charaktere, die ganze Map, die Musik alles ist in diesem Spiel perfekt. Aus diesem Grund hab ich es auch schon +10 mal durch gespielt.	Harvest Moon Friends of Mineral Town	Auch ein Harvest Moon darf hier bloß nicht fehlen!!!! Gleichzeitg ist das mein erstes Harvest Moon sowie, auch mein letztes. Ich hab endlose Stunden mit meiner Farm verbracht. Natürlich habe ich auch meine Zeit darin investiert meine süßen, knuffigen und knuddeligen Farm Tiere mit der Sichel zu verletzen, als Kind war ich noch gerne ein Tier Quäler :D Mein Cousin musste mir immer helfen, ich hab gefühlt alles falsch gemacht, nichts vom Spiel verstanden. Aber es war nicht langweilig. Oder frustrierend. Es hat verdammt nochmal Spaß gemacht. Die Entwickler haben einen als Spieler respektiert! Das Spiel hat vorallem dann richtig viel Spaß gemacht, wenn mir mein Cousin irgendwas neues gezeigt hatte.  Eigentlich wenn ich ehrlich bin gehört ganz Harvest Moon auf diese Liste!(Bis auf die Teile die von Natsume entwickelt worden sind!)	Super Mario Bros. 3	Ich hab zwar die Vorgänger alle gespielt, jedoch war keiner so gut wie dieser. Nintendo hat in diesem Mario Bros wirklich alles richtig gemacht, es gibt viele neue Items, allgemein gibt es in diesem Spiel verdammt viele Sachen die es heute in den neuen Teilen nicht mehr so gibt. Ich vermisse persönlich auch die Overworld bzw. die Levelauswahl. Auch in diesem Spiel gibt es nichts was ich nicht mag, aussehr vielleicht das Design der Bosse (Welt 1 - Welt 7). Also ich hab am Spiel nichts negatives aus zu setzen :D	The Legend of Zelda - Spirit Tracks	Viele finden das Spiel ziemlich schlecht, wegen der Touchscreen Steuerung. Aber, ich bin überhaupt nicht deren Meinung. Eigentlich sollte hier statt Spirit Tracks A Link Between Worlds landen ist aber erst nach 2010 erschienen :( Ok, egal ich schweife ab, was ich sagen wollte ist das, dass Spiel einfach einen tollen, nein epischen, nein noch besser das Spiel hat einen wirklich wunderschönen Soundtrack. Das einzige was ich vermisse ist die "Zelda typische" Overworld, aber es war mal schön auch mal etwas komplett neues zu sehen! Dieses Spiel hat wirklich mir persönlich, extrem viel Spaß gemacht wenn ein Remake kommt, bin ich auf jeden Fall der erste der das kauft!!!!! Ich hoffe das erklärt mein Urteil :)	Mario & Luigi Abenteuer Bowser (Original von 2009)	Mein persönlicher Lieblingsteil der Mario & Luigi Reihe. Diese Idee einfach, die Spielidee an sich ist hammer geil! Ich hab das Spiel bei Gamestop 3 mal gekauft und 2 mal wieder zurückgegeben, ich hab überhaupt keine Ahnung wieso.Ich war mir unsicher ob mir das gefällt wahrscheinlich, heute bereue ich es defintiv nicht ein Exemplar zu haben. Bei dem Spiel ist einfach alles geil. Punkt. Ende. Aus.
25.01.2019 21:02:31	Crysis 	Es lief damals nur auf den besten pc‘s und ist ein Meilenstein in der Spieleentwicklung								
25.01.2019 21:10:29	Harry Potter und die Kammer des Schreckens		GTA San Andreas		Star Wars Battlefront 2 (THQ)		Star Wars Empire at War		GTA IV	
25.01.2019 21:11:21	Donkey Kong Country 2	Die Grafik war für die damaligen Zeiten einzigartig, jedoch spielt sich der zweite Teil bei Weitem besser als der erste, weshalb ich auch den zweiten Teil angegeben habe.	The Legend of Zelda - Breath of the Wild	Hat sowohl das Zelda franchise als auch das "Openworld Genre" geprägt	The Legend of Zelda 	Ist eines der ersten Spiele mit einer der Art großen Welt und einer Art "Openworld"	Tetris	Tetris ist einfach ein Phänomen	Counter Strike 1.6	Hat das Shooter Genre nachhaltig geprägt 
25.01.2019 21:18:34	Snake	ist ein Klassiker, der sehr Simpel ist	Counter Strike : Global Offensive	bietet meistens sehr viel Spaß	Tetris	Ich denke alle wissen warum	GTA V	hat regelmäßige Updates und macht immernoch spaß	Far Cry 3	hat eine sehr gute Story und man kann dort sehr viel Scheiße bauen
25.01.2019 21:19:31	Tetris	Simpel, aber geht immer mal zwischendurch auf dem alten Gameboy oder Handy	World of Warcraft	Ich spiele eigentlich keine MMORPGs, aber WoW hat es als einziges geschafft mich längere Zeit zu fesseln	Mario Kart 64	Ist ein spaßiges Rennspiel und wird auch ab und zu heute noch von mir gespielt	Pokemon GenI	Hat mich damals an den GameBoy gefesselt. Mein Kumpel zockt es immer noch auf dem Smartphone	Starcraft 2	Spaßiges und geniales Echtzeit-Strategiespiel
25.01.2019 21:20:02	World of Warcraft	Unglaublich gutes MMO, das als eines der wenigen ohne Pay to win auskommt. Außerdem fesselt es enorm und vereinnahmt schnell einen Großteil des Tages, wenn man nicht aufpasst. Zudem wird es nie langweilig, selbst nach Jahren nicht.	Minecraft	Baue, säe, erschaffe im Klötzchendesign. Recht einfaches Spielprinzip sehr gut umgesetzt. Nicht nur das Spiel selbst bietet kreativen Spielraum, sondern auch die Codebasis dahinter. Es wird wirklich einfach ermöglicht, dass ein interessierter Spieler auch seine eigenen Erweiterungen schreibt. Zudem war es nie einfacher, einen eigenen Server aufzusetzen und zu administrieren. Sehr schön also für Menschen, die etwas erschaffen wollen. Sei es nun ein großes Schloss oder ein Skript, welches dieses Schloss baut.	Doom	Einfach deshalb, weil Microsoft dieses Spiel für so wichtig hält, dass es mit der Nummer "666" in die Liste der "Well known Ports" aufgenommen wurde und  unter anderem neben Port 22, 80 und 443 somit in jedem Windows-Betriebssystem einen Platz gefunden hat. Das ist eine Leistung. 	Age Of Empires II	Tolles Echtzeitstrategiespiel mit vielen Möglichkeiten und seiner Zeit guter Grafik. Der Weg von der Steinzeit in die Zukunft ist schwierig und je nach KI Stärke auch wirklich hart, aber sehr unterhaltsam.	Tetris	Da brauche ich vermutlich einfach nichts zu sagen.
25.01.2019 21:28:03	Wii Sports	Das hört sich im ersten Moment vllt. erstmal dumm an, da wenn man an Top Spiele denkt, die in 100 Jahren noch gut sind ... naja da denkt man halt nicht an Wii Sports (ich glaube das is ja auch der Sinn dieser Liste :D ) , aber ich finde dieses Spiel hat zusammen mit der Konsole das Videospielen komplett verändert. Videospiele bestanden bis dahin mit einigen Ausnahmen hauptsächlich aus Eingaben durch das drücken von Knöpfen, das Spiel hat jedoch mit diesem Konzept gebrochen. Ich spiele bis heute immer mal wieder Wii Sports, es ist nicht die akkurateste Simulation, hat einen sehr einfachen Grafik-Stil, ist nicht sonderlich Komplex aber trotzdem hat es etwas, etwas besonderes.  Es macht einfach Spaß zum x-ten mal einen Strike mit der immer gleichen Technik zu werfen oder im 2on2 Tennis mit sich selbst und gegen sich selbst zu spielen.								
25.01.2019 21:31:07	The Elder Scrolls IV: Oblivion	Ein prägendes Spiel mit einer tollen Story und einer guten Umsetzung.	Minecraft	Einfach ein Klassiker und von der Idee einfach klasse.						
25.01.2019 21:32:54	Monster Hunter World		Minecraft		Kingdom Hearts II		Terraria		The Binding of Isaac	
25.01.2019 21:45:13	Portal 2	Im Prinzip das selbe wie Portal, nur halt.. besser. Revolutionär und ein absoluter Meilenstein	Minecraft	es lebt immernoch und wird auch noch lange leben, unendliche freiheit die kaum irgendwo anders erreichbar ist						
25.01.2019 21:45:14	Minecraft	wiel man Minecraft unenflich lange spielen kann.	Stormworks	wiel man Stormworks unendlich lange spielen kann und ich Schiffe mag.	Factorio	wiel man Factorio fast unendlich lange spielen kann und ich es mag sachen zu automatisieren!	Fortnite	ja Fortnite halt. Mag ich zwar nicht is aber groß.	Candy Bag	mir fällt nichts ein übrigens Ich kann endlich meine Brille ablegen ! .... .. . .-. / .. ... - / -. .. -.-. .... - ... / -.-.--
25.01.2019 21:51:18	World of Warcraft	Der absolute Allrounder - Geniale Bosskämpfe mit immer wieder neuen Ideen // Kleine Anspielungen über all verteilt im Spiel und das Zusammenspiel mit anderen Leuten für ein gemeinsames Ziel 	Diablo 2 	Auch heute noch geniales Spiel. Old School Grafik, aber für damalige Zeiten sehr ausgeklügeltes und abwechlungsreiches Spielkonzept	Mario Kart Double Dash	Für mich das coolste Mario Kart - Einfach jeder kennt diese Spielereihe. Und die gelegentlichen Ausrater bei der Regenbogenstrecke	Mario Party 5 (Gamecube)	Siehe Spiel 3	League of Legends	Free to play, Spaßig, Mmorpg in Perfektion umgesetzt. 
25.01.2019 21:56:10	Rayman 2: The great escape	Das Spiel (veröffentlicht 1999) hat viele detailreiche Texturen und wunderbare Musik sowie tolle Soundeffekte. Die Levels sind teilweise ziemlich groß und mit mehreren Secrets ausgestattet. Die 3D-Modelle sind für diese Zeit auch ziemlich gut. Die Story ist recht einfach gehalten, dennoch originell. Robo-Piraten die jeden gefangen nehmen und das "Herz der Welt" sprengen müssen von Rayman, einem Bein- und Armlosen Helden, welcher nur Hände und Füße besitzt, besiegt werden, der dann im Laufe des Spiels seine Kraft zurück erlangt. Das Spiel ist ein 3D-Platformer mit sehr vielen mechaniken. Es gibt normale Sprünge, man kann klettern, schwimmen, rutschen, sich an "Lums" festhalten und herumschwingen. Ebenso kann man Raketen zähmen und auf diesen reiten und fliegen sowie auf Pflaumen überLava schwimmen uvm. Außerdem kann Rayman aus seinen Haaren einen Helikopter machen um damit zu fliegen. Hinzu kommen zahlreiche Kämpfe mit Robo-Piraten und anderen Gegnern, ein gut umgesetzter Boss-Kampf und viele Rätsel. Ebenso ist die Liebe zu Details nicht zu kurz gekommen. Bspw. gibt es zerstörbare Türen, welche mit einem dicken Pflaster versehen sind. Hingegen Türen die nicht so einfach zerstörbar sind, haben ein ähnliches Pflaster, welches allerdings von den Robo-Piraten festgeschraubt wurde, um es natürlich besonders Robust zu machen.  Dies und auch ein paar andere kleine Witze/Anspielungen sind überall zu finden machen das Spiel wirklich besonders. Das alles wurde in diesem Spiel genial umgesetzt und wegen des frühen Erscheinungsjahres ist es meiner Meinung nach wirklich sehr beachtenswert. Ich würde es jeder Zeit wieder spielen.								
25.01.2019 21:57:12	Anno 1602		Stronghold		Age Of Empires		Portal		Warcraft 3	
25.01.2019 21:57:55	Super Metroid	Das beste Metroid der Reihe, sehr gut gealtert	Professor Layton und die verlorene Zukunft	Unglaublich emotionale Geschichte, sehr schöne Musik, tolle Rätsel						
25.01.2019 22:00:59	Pong	Zeitlos	Breakout	Zeitlos	Frozen Bubble	Zeitlos	Swing	Eines der besten kommerziellen Spiele aller Zeiten	Tetris	Da gibt es doch nichts zu begründen.
25.01.2019 22:02:18	Starcraft	Ohne Starcraft gäbe es heute kein LoL 	Clannad	Traurig ;( 	Patrizier 2	Hat mich durchs BWR-Abitur gebracht	Edna bricht aus	Spezielles Gefühl	Anno 1404	Schönbauen
25.01.2019 22:03:44	Need for Speed: Underground 2	Es hat das beste Tuning (sowohl optisch, als auch leistungstechnisch), dass ich je in einem Arcade Racer gesehen hab. Außerdem hat es einen super Soundtrack und gutes Gameplay.	Golden Sun	Es hat eine durchdachte Welt, ein ausgereiftes Kampfsystem und eine packende Geschichte.	Heroes of Might and Magic 3	Der Höhepunkt der Heroes of Might and Magic Reihe. 	Crysis	Sehr gutes Gameplay. Bietet für einen Shooter viel Freiheit in der Wahl der Lösungswege.	Dragon Age: Origins	Herausragendes Worldbuilding, sehr gutes Gameplay, große Entscheidungsfreiheit und eine packende Geschichte
25.01.2019 22:04:44	League of Legends	Hat schon lange überlebt und Rekord Viewerzahlen bis jetzt gehalten. Ich finde es ist die beste Umsetzung von free to play MOBA.	Minecraft	Die Kreativität und die unendlich vielen Möglichkeiten in open world singleplayer und auch im multplayer.						
25.01.2019 22:09:34	Minecraft	Das Spiel das ich immer wieder mal aus dem Keller hole und dann suchte (Die Mods, die Erweiterbarkeit machts)	Final Fantasy VII	Musik Geschichte Grafik Spielinhalte	Half Life 2	Sound Geschichte Grafik Spiel	Solitaire	Spiele ich auf Handy, Computer, Tablet, immer wieder mal einfach zur Entspannung	Bomberman	Mehrspieler, Hass, lachen, Spaß alles auf einmal
25.01.2019 22:12:29	Dragon Age: Origins	Hat eine unglaublich Vielschichtige Story, die man auf so viele verschiedene Weisen durchspielen kann das es ein Spiel ist was einen auch im Nachhinein noch sehr lange beschäftigt			Age Of Empires	Vereint mit seinen strategischen Aufbauspiel Elementen und seinem historisch angelegten Bauelementen interessante Strategie mit praktisch unendlich verschiedenen Möglichkeiten wie man das Spiel gestalten kann	Super Mario 	Muss ich dazu viel sagen? Zeigt mit seiner super einfachen Art der Präsentation gut wieviel in einem Spiel auch noch unter der Oberfläche schlummert und wieviel Spaß man damit haben kann	GTA San Andreas	Hat natürlich eine zeitgeschichtliche Komponente, von der ich nicht weiß wie gut sie altert, aber ich denke in absehbarer Zeit wird die Thematik des Spiels kaum an Gehalt verlieren. Zudem ist das Gameplay unglaublich unterhaltsam, immer noch bockschwer und sehr interessant. Ein gutes Spiel für den Übergang zu "Erwachsenenspielen" 
25.01.2019 22:19:31	Pokemon Mystery Dungeon Erkundungsteam Himmel	dieses Game hat eine super Story, und 1A Gameplay, welches so gestaltet ist, dass man es auch im nächsten Jahrhundert geil finden wird. einziges Manko. die KI ist nicht wirklich die Klügste, wesshalb die eigenen Teammitglieder quasi direkt in offensichtlichsten Fallen laufen, einfach weil sie nicht überprüfen, ob der Weg vor ihnen Sicher ist, oder nicht.	Oddworld Munch's Oddysee (Xbox Version)	ist einfach der beste Oddworld Teil	Super Mario Galaxy	war einfach eine Revolution des Mario 3D Gameplays	Metroid Prime	war auch eine richtige Revolution.		
25.01.2019 22:30:24	Minecraft 	Zeitlos und richtig gut erweiterbar. Gut in LAN 	Warcraft 3	LAN Legende	Professor Layton Teil 3	Zwar nicht am PC, aber eine der besten Stories EUW	Roller Coaster Tycoon 3	Top modding community, zeitlos 	Half Life 2	Modding, zeitlos
25.01.2019 22:43:22	Snake									
